Location ,Lat ,Lon,Rkm,Year,Type
SFPier45,37.811111,-122.420556,5.189,2008,Vemco
SFPier80,37.748611,-122.375556,14.568,2008,Vemco
SJ_160Br_S,38.019722,-121.750277,89.665,2008,Vemco
SJ_160Br_S,38.019722,-121.750277,89.665,2008,Vemco
SJ_Antioch,38.02425,-121.8172667,83.298,2008,Vemco
SJ_Antioch,38.02076667,-121.8203833,83.298,2008,Vemco
SJ_Blackslough,37.99604,-121.42179,131.04,2008,Vemco
SJ_Blackslough,37.9949,-121.42164,131.04,2008,Vemco
SJ_Blw_False,38.05081,-121.69481,95.569,2008,Vemco
SJ_Blw_False,38.04989,-121.69391,95.569,2008,Vemco
SJ_Blw_False,38.04983,-121.69104,95.569,2008,Vemco
SJ_CurtisLanding,38.032633,-121.736683,90.935,2008,Vemco
SJ_CurtisLanding,38.032633,-121.736683,90.935,2008,Vemco
SJ_JerseyPoint,38.049912,-121.69091,95.569,2008,Vemco
SJ_LittleConnection,38.05786,-121.5013,123.125,2008,Vemco
SJ_MedfordChannel,38.053,-121.51302,119.891,2008,Vemco
SJ_PrisonersPt,38.05853333,-121.5568167,115.994,2008,Vemco
SJ_VeniceCut,38.0539,-121.52605,118.746,2008,Vemco
SJ_VulcanIs,37.98976,-121.39962,133.151,2008,Vemco
Snod_Slough,38.24815,-121.49704,139.548,2008,Vemco
SP_Array_1,38.01482,-122.41307,24.631,2008,Vemco
SP_Array_1,38.01393,-122.41171,24.631,2008,Vemco
SP_Array_1,38.01297,-122.41043,24.631,2008,Vemco
SP_Array_1,38.01233,-122.40899,24.631,2008,Vemco
SP_Array_1,38.011,-122.4081,24.631,2008,Vemco
SP_Array_1,38.01053,-122.40653,24.631,2008,Vemco
SP_Array_1,38.00991,-122.40483,24.631,2008,Vemco
SP_Array_1,38.00867,-122.40402,24.631,2008,Vemco
SP_Array_2,38.0053,-122.42673,22.326,2008,Vemco
SP_Array_2,38.00461,-122.42513,22.326,2008,Vemco
SP_Array_2,38.00276,-122.42491,22.326,2008,Vemco
SP_Array_2,38.00193,-122.42368,22.326,2008,Vemco
SP_Array_2,38.00064,-122.42265,22.326,2008,Vemco
SP_Array_2,37.99958,-122.42108,22.326,2008,Vemco
SP_Array_2,37.99849,-122.42007,22.326,2008,Vemco
SP_Array_2,37.99739,-122.41928,22.326,2008,Vemco
SP_Control,38.02457,-122.4009,26.041,2008,Vemco
SP_Control,38.02371,-122.3993,26.041,2008,Vemco
SP_Control,38.02233,-122.39851,26.041,2008,Vemco
SP_Control,38.02114,-122.39788,26.041,2008,Vemco
SP_Control,38.02024,-122.3966,26.041,2008,Vemco
SP_Control,38.0195,-122.39581,26.041,2008,Vemco
SP_Control,38.0179,-122.39468,26.041,2008,Vemco
SP_Control,38.01682,-122.3937,26.041,2008,Vemco
SP_Flats_Array,38.05819,-122.40629,25.91,2008,Vemco
SP_Flats_Array,38.05709,-122.40508,25.91,2008,Vemco
SP_Flats_Array,38.05607,-122.40405,25.91,2008,Vemco
SP_Flats_Array,38.05507,-122.40303,25.91,2008,Vemco
SP_Flats_Array,38.05397,-122.40186,25.91,2008,Vemco
SP_Flats_Array,38.05304,-122.40083,25.91,2008,Vemco
SP_Flats_Array,38.05195,-122.39972,25.91,2008,Vemco
SP_Flats_Array,38.05094,-122.39867,25.91,2008,Vemco
SP_Petaluma,38.11558,-122.50263,38.9,2008,Vemco
SP_Petaluma_Channel,38.05786,-122.43028,29.459,2008,Vemco
SP_Petaluma_Channel,38.07097,-122.42831,31.047,2008,Vemco
SP_Petaluma_River_Mouth,38.1133,-122.50168,38.555,2008,Vemco
SP_Shipping_Cannel,38.03919,-122.35075,30.362,2008,Vemco
SP_Shipping_Cannel,38.03148,-122.37418,24.631,2008,Vemco
SP_Shipping_Cannel,38.02899,-122.37149,28.142,2008,Vemco
SP_Shipping_Cannel,38.04207,-122.35325,30.362,2008,Vemco
SPBay10_2007,38.011,-122.41633,23.881,2008,Vemco
SPBay10_2007,38.00833,-122.41917,23.881,2008,Vemco
SPBay10_2008,38.00824,-122.40566,23.804,2008,Vemco
SPBay10_2008,38.00487,-122.41698,23.804,2008,Vemco
SPBay10_2008,38.00649,-122.41649,23.804,2008,Vemco
SPBuoy9/10,38.04,-122.34833,30.362,2008,Vemco
SPBuoy9/10,38.03918,-122.343,30.362,2008,Vemco
SPBuoy9/10,38.03433,-122.35167,30.362,2008,Vemco
SPBuoy9/10,38.04708,-122.35222,30.362,2008,Vemco
SR_Above_Bonnyview,40.54065,-122.35904,558.62,2008,Vemco
SR_Above_Freeport_1,38.469167,-121.504526,170,2008,Vemco
SR_Above_Freeport_2,38.473577,-121.518379,171.43,2008,Vemco
SR_Above_KnightsLanding_1,38.812871,-121.723857,240.487,2008,Vemco
SR_Above_KnightsLanding_2,38.825708,-121.724037,241.907,2008,Vemco
SR_Above_Ryde,38.240591,-121.544824,117.471,2008,Vemco
SR_Above_SutterSlough,38.335696,-121.568286,150.318,2008,Vemco
SR_Abv_RBDD,40.15838,-122.2123,480.237,2008,Vemco
SR_AbvAmerican,38.60308801,-121.5154627,193.034,2008,Vemco
SR_AbvAmerican,38.6021199,-121.5159509,193.034,2008,Vemco
SR_AbvAntelopeCk,40.08571,-122.1223,466.662,2008,Vemco
SR_AbvBattleCK,40.37015,-122.19028,526.932,2008,Vemco
SR_AbvBattleCK,40.36645,-122.187,526.932,2008,Vemco
SR_AbvChicoCk,39.73273,-121.95631,410.087,2008,Vemco
SR_AbvColusaBr,39.21616667,-122.0070667,325.329,2008,Vemco
SR_AbvColusaBr,39.2164,-122.00872,325.329,2008,Vemco
SR_AbvDeerCk,39.96297,-122.09255,449.091,2008,Vemco
SR_AbvDeerCk,39.96222,-122.09214,449.091,2008,Vemco
SR_AbvFeather,38.76546,-121.64672,226.933,2008,Vemco
SR_AbvFeather1,38.76895,-121.63317,225.558,2008,Vemco
SR_AbvFeather1,38.77024,-121.63306,225.558,2008,Vemco
SR_AbvGCID,39.80613,-122.05833,423.947,2008,Vemco
SR_AbvOrd,39.63176,-121.99278,389.308,2008,Vemco
SR_AbvOrd,39.63051,-121.99306,389.308,2008,Vemco
SR_AbvSutterSteam,38.25777,-121.60048,139.75,2008,Vemco
SR_AbvThomes,40.0035,-122.1059167,455.969,2008,Vemco
SR_AbvThomes,40.0046,-122.10593,455.969,2008,Vemco
SR_AbvTisdale,39.0349,-121.82935,287.487,2008,Vemco
SR_AbvTisdale,39.03581,-121.82935,287.487,2008,Vemco
SR_AbvToomes,39.95873,-122.08691,448.414,2008,Vemco
SR_BattleCk,40.35522645,-122.1752588,524.947,2008,Vemco
SR_Below_Freeport_1,38.437199,-121.508582,166.23,2008,Vemco
SR_Below_Freeport_2,38.435568,-121.524085,164.81,2008,Vemco
SR_Below_KnightsLanding,38.765568,-121.690706,232.244,2008,Vemco
SR_Below_RioVista_Bridge,38.129823,-121.687957,94.441,2008,Vemco
SR_Below_RioVista_Bridge,38.129823,-121.687957,94.441,2008,Vemco
SR_BelowCowCk,40.46003,-122.22751,538.722,2008,Vemco
SR_BendBridge,40.26765,-122.2144833,503.559,2008,Vemco
SR_BendBridge,40.26821,-122.21555,503.559,2008,Vemco
SR_Blw_Ord,39.56528,-122.00141,379.867,2008,Vemco
SR_Blw_Ord,39.56482,-122.00021,379.867,2008,Vemco
SR_Blw_RBDD,40.15365,-122.1930333,478.482,2008,Vemco
SR_Blw_RBDD,40.15263333,-122.1942333,478.482,2008,Vemco
SR_Blw_RBDD,40.15304,-122.19828,478.482,2008,Vemco
SR_BlwAmerican,38.59615728,-121.5077724,192.034,2008,Vemco
SR_BlwAmerican,38.59573703,-121.5090978,192.034,2008,Vemco
SR_BlwAntelopeCk,40.07591,-122.12418,464.922,2008,Vemco
SR_BlwButte,39.34893,-122.01784,348.681,2008,Vemco
SR_BlwButte,39.34917,-122.01801,348.681,2008,Vemco
SR_BlwChinaBend,38.88333,-121.8167,258.909,2008,Vemco
SR_BlwChinaBend,38.88435,-121.8167,258.909,2008,Vemco
SR_BlwChinaOld,40.2458,-122.1773167,492.503,2008,Vemco
SR_BlwClearCk,40.49775,-122.35815,552.939,2008,Vemco
SR_BlwDeerCk,39.95646667,-122.0787167,447.724,2008,Vemco
SR_BlwDryCk,39.98035,-122.0944667,451.05,2008,Vemco
SR_BlwGCID,39.79129,-122.03784,421.467,2008,Vemco
SR_BlwGCID,39.79094,-122.0368,421.467,2008,Vemco
SR_BlwGeorgiana,38.23961,-121.52519,136.11,2008,Vemco
SR_BlwIrvineFinch,39.73136667,-121.9729333,411.839,2008,Vemco
SR_BlwIrvineFinch,39.73149,-121.97423,411.839,2008,Vemco
SR_BlwMillCk,40.04086667,-122.1147,460.469,2008,Vemco
SR_BlwSteam,38.29981667,-121.5697833,145.652,2008,Vemco
SR_BlwSutter,38.31071667,-121.5761667,147.003,2008,Vemco
SR_BlwThomes,39.98823,-122.09456,451.769,2008,Vemco
SR_BoulderHole,40.30092,-122.15702,510.134,2008,Vemco
SR_ButteCityBr,39.45716667,-121.9953167,362.696,2008,Vemco
SR_ButteCityBr,39.45685,-121.99487,362.696,2008,Vemco
SR_ChinaRapids,40.24489,-122.17663,492.383,2008,Vemco
SR_ChinaRapids,40.2444,-122.1778,492.383,2008,Vemco
SR_CowCk,40.46295,-122.24273,540.277,2008,Vemco
SR_DCC,38.24488333,-121.5049833,138.267,2008,Vemco
SR_DCC,38.24373,-121.50087,138.667,2008,Vemco
SR_DCCNorth,38.25708333,-121.517,139.02,2008,Vemco
SR_DCCSouth,38.24175,-121.5148,137.06,2008,Vemco
SR_DCCSouth,38.244265,-121.512557,137.06,2008,Vemco
SR_DeepWaterShipCh,38.27697,-121.65981,150.76,2008,Vemco
SR_DeepWaterShipCh,38.56087,-121.5565,184.6,2008,Vemco
SR_Elkhorn_1,38.667765,-121.620185,207.078,2008,Vemco
SR_Elkhorn_2,38.658911,-121.606269,205.528,2008,Vemco
SR_ElkSlough,38.335,-121.5832667,150.202,2008,Vemco
SR_Freeport,38.45556667,-121.5022,168.5,2008,Vemco
SR_GarciaBend,38.488712,-121.551882,175.25,2008,Vemco
SR_GarciaBend,38.489157,-121.554379,175.25,2008,Vemco
SR_I-80/50Br,38.5713,-121.5163,188.964,2008,Vemco
SR_I-80/50Br,38.57069,-121.51579,188.964,2008,Vemco
SR_Isleton,38.163032,-121.616706,104.818,2008,Vemco
SR_Isleton,38.164704,-121.618446,104.818,2008,Vemco
SR_IstBridge,38.58559694,-121.5064458,190.864,2008,Vemco
SR_IstBridge,38.586,-121.5063,190.864,2008,Vemco
SR_IstBridge,38.58570864,-121.5074243,190.864,2008,Vemco
SR_JellysFerry,40.31771667,-122.1899667,517.616,2008,Vemco
SR_JellysFerry,40.31707,-122.18977,517.616,2008,Vemco
SR_KnightsBr,38.80259,-121.71999,239.044,2008,Vemco
SR_KnightsBr,38.80266,-121.71918,239.044,2008,Vemco
SR_KnightsLanding,38.80537,-121.72367,239.637,2008,Vemco
SR_Massacre_Flat,40.32114,-122.1522,512.908,2008,Vemco
SR_MeridianBr,39.14173333,-121.9208333,308.652,2008,Vemco
SR_MeridianBr,39.14157,-121.9222,308.652,2008,Vemco
SR_MinerSlough,38.28751,-121.60835,118.792,2008,Vemco
SR_Mouth,38.1724,-121.64264,102.328,2008,Vemco
SR_Mouth,38.174448,-121.651056,102.328,2008,Vemco
SR_NewCk,40.14627,-122.1528,474.662,2008,Vemco
SR_NewCk,40.14596,-122.15719,474.662,2008,Vemco
SR_OrdBend,39.62643333,-121.9895833,388.682,2008,Vemco
SR_Posse,40.5909,-122.3879167,568.222,2008,Vemco
SR_RedBluff,40.19932,-122.22157,485.93,2008,Vemco
SR_RedBluff,40.20076,-122.22135,485.93,2008,Vemco
SR_RioVista,38.15673333,-121.67955,97.611,2008,Vemco
SR_RioVista,38.15869,-121.68384,97.611,2008,Vemco
SR_RioVista,38.15906,-121.68491,97.611,2008,Vemco
SR_RioVista,38.154499,-121.681125,97.611,2008,Vemco
SR_RioVista,38.157695,-121.678529,97.611,2008,Vemco
SR_Riverview_Marina,38.60492306,-121.5293119,194.164,2008,Vemco
SR_Riverview_Marina,38.60391716,-121.5273015,194.164,2008,Vemco
SR_RM69,38.66312,-121.61293,206.03,2008,Vemco
SR_RM69,38.66668,-121.61633,206.778,2008,Vemco
SR_RM69,38.66704,-121.61917,207.078,2008,Vemco
SR_RM69,38.66708,-121.61951,207.078,2008,Vemco
SR_RM69,38.6679,-121.61813,207.078,2008,Vemco
SR_RM69,38.66794,-121.6204,207.078,2008,Vemco
SR_RM69,38.66825,-121.61909,207.078,2008,Vemco
SR_RM69,38.66365,-121.61397,206.13,2008,Vemco
SR_RM69,38.66417,-121.61205,206.13,2008,Vemco
SR_RM69,38.66442,-121.61523,206.13,2008,Vemco
SR_RM69,38.66449,-121.61219,206.13,2008,Vemco
SR_RM69,38.66464,-121.61265,206.13,2008,Vemco
SR_RM69,38.66479,-121.61282,206.13,2008,Vemco
SR_RM69,38.66538,-121.61391,206.13,2008,Vemco
SR_RM69,38.66599,-121.61755,206.778,2008,Vemco
SR_RM72,38.69494,-121.63343,210.578,2008,Vemco
SR_RM72,38.69513,-121.63342,210.578,2008,Vemco
SR_RM72,38.69591,-121.63318,210.578,2008,Vemco
SR_RM72,38.69596,-121.63308,210.578,2008,Vemco
SR_RM72,38.69633,-121.63264,210.578,2008,Vemco
SR_RM72,38.69638,-121.63274,210.578,2008,Vemco
SR_RM85,38.7654,-121.69054,232.193,2008,Vemco
SR_RM85,38.76546,-121.69014,232.193,2008,Vemco
SR_RM85,38.76564,-121.69091,232.193,2008,Vemco
SR_RM85,38.76618,-121.69114,232.193,2008,Vemco
SR_RM85,38.76633,-121.69167,232.193,2008,Vemco
SR_RM92,38.81321,-121.72358,240.487,2008,Vemco
SR_RM92,38.81352,-121.72403,240.487,2008,Vemco
SR_RM92,38.81479,-121.72445,240.487,2008,Vemco
SR_RM92,38.81483,-121.72389,240.487,2008,Vemco
SR_Ryde,38.23422,-121.558516,116.131,2008,Vemco
SR_Ryde,38.23783333,-121.5572833,116.131,2008,Vemco
SR_Sac_RV_Park,40.47204,-122.31551,547.437,2008,Vemco
SR_SRWTPD_VPS,38.5918,-121.5061,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5921,-121.5068,191.514,2008,Vemco
SR_SRWTPD_VPS,38.59233,-121.50687,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5935,-121.5069,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5915,-121.5066,191.514,2008,Vemco
SR_SRWTPD_VPS,38.593,-121.5067,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5908,-121.5059,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5935,-121.5084,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5899,-121.5057,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5896,-121.5075,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5916,-121.5083,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5924,-121.5084,191.514,2008,Vemco
SR_SRWTPD_VPS,38.5907,-121.5077,191.514,2008,Vemco
SR_Steamboat,38.28498333,-121.5868333,116.76,2008,Vemco
SR_SteamboatS,38.18316667,-121.6579167,101.367,2008,Vemco
SR_SturgeonHole,40.3106,-122.149,511.468,2008,Vemco
SR_SturgeonHole,40.31164,-122.14908,511.468,2008,Vemco
SR_Sutter_N,38.33375,-121.56984,149.804,2008,Vemco
SR_SutterSlough,38.3286,-121.5778,149.158,2008,Vemco
SR_SutterSlough,38.33188,-121.58284,149.158,2008,Vemco
SR_SutterSlough,38.33093,-121.58017,149.158,2008,Vemco
SR_SutterSteam,38.25243333,-121.6024333,112.119,2008,Vemco
SR_SutterSteam,38.24627,-121.60255,111.429,2008,Vemco
SR_SutterSteam,38.25107,-121.60273,111.969,2008,Vemco
SR_Tower,38.580308,-121.508,190.264,2008,Vemco
SR_Tower,38.58051392,-121.5086992,190.264,2008,Vemco
SR_UprBattle,40.42238,-122.02652,548.402,2008,Vemco
SR_Woodson_Temp,39.91937,-122.08495,442.418,2008,Vemco
Steam_Marina,38.30286,-121.57902,145.78,2008,Vemco
Suisun_City,38.2345,-122.03764,83.46,2008,Vemco
Sutter_Blw_Miner,38.28426,-121.60399,141.804,2008,Vemco
ThreeMile,38.11446667,-121.68445,94.449,2008,Vemco
ThreeMile,38.10521,-121.69419,92.391,2008,Vemco
Tracy_Fish_Facility,37.815844,-121.559181,129,2008,Vemco
Tracy_Fish_Facility,37.815869,-121.559094,129,2008,Vemco
Tracy_Fish_Facility,37.815897,-121.559011,129,2008,Vemco
Tracy_Fish_Facility,37.816347,-121.559933,129,2008,Vemco
Tracy_Fish_Facility,37.8169,-121.558414,129,2008,Vemco
Vallejo _Marina,38.11023,-122.27147,46.027,2008,Vemco
Alcatraz,37.82522,-122.42833,4.414,2009,Vemco
Alcatraz,37.824,-122.40566,4.414,2009,Vemco
Alcatraz,37.82502,-122.4239,4.414,2009,Vemco
Alcatraz,37.82385,-122.42153,4.73,2009,Vemco
Alcatraz,37.82385,-122.42474,4.73,2009,Vemco
Alcatraz,37.82038,-122.42448,4.414,2009,Vemco
Alcatraz,37.82082,-122.42106,4.73,2009,Vemco
Alcatraz,37.82087,-122.42477,4.73,2009,Vemco
Alcatraz_Control,37.83457,-122.44535,3.2,2009,Vemco
Alcatraz_Control,37.83449,-122.44876,3.2,2009,Vemco
Alcatraz_Control,37.83128,-122.4458,3.2,2009,Vemco
Alcatraz_Control,37.83143,-122.44846,3.2,2009,Vemco
AR_FairOaks,38.63635,-121.265483,223.164,2009,Vemco
AR_GoetheBr,38.614667,-121.302961,216.554,2009,Vemco
AR_I-80Br,38.584067,-121.443083,197.984,2009,Vemco
AR_Mouth,38.60183333,-121.4974833,192.262,2009,Vemco
AR_WattHowe,38.563217,-121.398133,204.504,2009,Vemco
BattleCk01,40.39827892,-122.1455475,534.538,2009,Vemco
BattleCk02,40.39773368,-122.1531884,533.881,2009,Vemco
BattleCk03,40.39685274,-122.1535928,533.769,2009,Vemco
BattleCk04,40.39713328,-122.1594667,533.218,2009,Vemco
BattleCk06,40.39478803,-122.1628007,532.82,2009,Vemco
BattleCk06,40.39475123,-122.1628296,532.82,2009,Vemco
BattleCk07,40.39158857,-122.1841729,530.65,2009,Vemco
BattleCk08,40.384397,-122.1795361,529.927,2009,Vemco
BattleCk09,40.38836137,-122.1878321,528.797,2009,Vemco
BattleCk10,40.37568852,-122.1691084,527.392,2009,Vemco
BattleCk11,40.37162673,-122.1687322,526.903,2009,Vemco
Bay Bridge East,37.821967,-122.331567,13.23,2009,Vemco
Bay Bridge East,37.82145,-122.33305,13.23,2009,Vemco
Bay Bridge East,37.82115,-122.33595,13.23,2009,Vemco
Bay Bridge East,37.820376,-122.33522,12.83,2009,Vemco
Bay Bridge East,37.820583,-122.33925,13.23,2009,Vemco
Bay Bridge East,37.819907,-122.338194,12.83,2009,Vemco
Bay Bridge East,37.820233,-122.34235,13.23,2009,Vemco
Bay Bridge East,37.819443,-122.341158,12.83,2009,Vemco
Bay Bridge East,37.81965,-122.346133,13.23,2009,Vemco
Bay Bridge East,37.81884,-122.344124,12.83,2009,Vemco
Bay Bridge East,37.818933,-122.3499,13.23,2009,Vemco
Bay Bridge East,37.817746,-122.347441,12.83,2009,Vemco
Bay Bridge East,37.81645,-122.352567,13.23,2009,Vemco
Bay Bridge East,37.816679,-122.350667,12.83,2009,Vemco
Bay Bridge East,37.815571,-122.353848,12.83,2009,Vemco
Bay Bridge East,37.814517,-122.3586,13.23,2009,Vemco
Bay Bridge East,37.81415,-122.35849,12.83,2009,Vemco
Bay Bridge West,37.79957,-122.37643,10,2009,Vemco
Bay Bridge West,37.805514,-122.369545,10,2009,Vemco
Bay Bridge West,37.80299,-122.37252,10,2009,Vemco
Bay Bridge West,37.800855,-122.375306,10,2009,Vemco
Bay Bridge West,37.800717,-122.374712,10,2009,Vemco
Bay Bridge West,37.798045,-122.37823,10,2009,Vemco
Bay Bridge West,37.798341,-122.377424,10,2009,Vemco
Bay Bridge West,37.79682,-122.37914,10,2009,Vemco
Bay Bridge West,37.795616,-122.38091,10,2009,Vemco
Bay Bridge West,37.795534,-122.380326,10,2009,Vemco
Bay Bridge West,37.79316,-122.38319,10,2009,Vemco
Bay Bridge West,37.790891,-122.38563,10,2009,Vemco
Benicia Bridge,38.04376667,-122.12595,51.69,2009,Vemco
Benicia Bridge,38.04243333,-122.1250167,51.69,2009,Vemco
Benicia Bridge,38.04123333,-122.1238167,51.69,2009,Vemco
Benicia Bridge,38.03896,-122.12192,51.69,2009,Vemco
Benicia Bridge,38.03761667,-122.1210833,51.69,2009,Vemco
Benicia Bridge,38.03645,-122.1201,51.69,2009,Vemco
Benicia Bridge,38.03994,-122.12301,51.69,2009,Vemco
Berkeley_Marina,37.86649,-122.31712,15.14,2009,Vemco
Carquinez Bridge,38.06383333,-122.2269667,41.471,2009,Vemco
Carquinez Bridge,38.06233333,-122.22525,41.471,2009,Vemco
Carquinez Bridge,38.06068,-122.22513,41.471,2009,Vemco
Carquinez Bridge,38.06058333,-122.2249667,41.471,2009,Vemco
Carquinez Bridge,38.05866667,-122.2251,41.471,2009,Vemco
Carquinez Bridge,38.05795,-122.22455,41.471,2009,Vemco
CarSt01,38.0642,-122.2629,38.151,2009,Vemco
ChippMontezuma,38.07188,-121.87516,78.344,2009,Vemco
Chipps Island,38.0465,-121.93805,69.5,2009,Vemco
Chipps Island,38.05,-121.92658,69.5,2009,Vemco
Chipps Island,38.05048,-121.89702,69.5,2009,Vemco
Chipps Island,38.04273,-121.89783,69.5,2009,Vemco
Chipps Island,38.05025,-121.92018,69.5,2009,Vemco
Chipps Island,38.04636667,-121.92035,69.5,2009,Vemco
Chipps Island,38.04488,-121.91996,69.5,2009,Vemco
Chipps Island,38.04276667,-121.92005,69.5,2009,Vemco
Chipps Island,38.04613,-121.89687,69.5,2009,Vemco
Chipps Island,38.04628,-121.92974,69.5,2009,Vemco
Chipps Island,38.04832,-121.93108,69.5,2009,Vemco
Chipps Island,38.04977,-121.93125,69.5,2009,Vemco
Chipps Island,38.05111,-121.92694,69.5,2009,Vemco
Chipps Island,38.04398,-121.93089,69.5,2009,Vemco
Chipps Island,38.05007,-121.8982,69.5,2009,Vemco
Chipps Island,38.04084,-121.9086,69.5,2009,Vemco
Chipps Island,38.04819,-121.93054,69.5,2009,Vemco
Clifton Court,37.8263,-121.5967,127.128,2009,Vemco
Clifton Court,37.8306,-121.5944,127.128,2009,Vemco
Clifton Court,37.8261,-121.5954,127.128,2009,Vemco
Clifton Court,37.8212,-121.5989,127.128,2009,Vemco
Clifton Court,37.833,-121.5784,127.128,2009,Vemco
Clifton Court,37.8517,-121.5782,127.128,2009,Vemco
Clifton Court,37.8355,-121.572,127.128,2009,Vemco
Clifton Court,37.8334,-121.5664,127.128,2009,Vemco
Clifton Court,37.852,-121.5724,127.128,2009,Vemco
Clifton Court,37.8394,-121.5634,127.128,2009,Vemco
Clifton Court,37.828,-121.5889,127.128,2009,Vemco
Clifton Court,37.8263,-121.5967,127.128,2009,Vemco
Clifton Court,37.8274,-121.5818,127.128,2009,Vemco
Clifton Court,37.8355,-121.5884,127.128,2009,Vemco
Clifton Court,37.8404,-121.5809,127.128,2009,Vemco
Clifton Court,37.8439,-121.5864,127.128,2009,Vemco
Clifton Court,37.8437,-121.5717,127.128,2009,Vemco
Clifton Court,37.833,-121.5916,127.128,2009,Vemco
Clifton Court,37.8313,-121.5911,127.128,2009,Vemco
Clifton Court,37.835,-121.5942,127.128,2009,Vemco
Clifton Court,37.8303,-121.5591,127.128,2009,Vemco
Clifton Court,37.830196,-121.5593,127.128,2009,Vemco
Clifton Court,37.831,-121.5578,127.128,2009,Vemco
Clifton Court,37.831085,-121.55815,127.128,2009,Vemco
Clifton Court,37.8263,-121.5967,127.128,2009,Vemco
Clifton Court,37.83,-121.5525,127.128,2009,Vemco
Clifton Court,37.8231,-121.5529,127.128,2009,Vemco
Clifton Court,37.8519,-121.5613,127.128,2009,Vemco
Clifton Court,37.8391,-121.5562,127.128,2009,Vemco
Clifton Court,37.8168,-121.556,127.128,2009,Vemco
Clifton Court,37.8309,-121.554,127.128,2009,Vemco
Clifton Court,37.8263,-121.5967,127.128,2009,Vemco
Clifton Court,37.8263,-121.5967,127.128,2009,Vemco
CosR_Br,38.2572,-121.43295,150.295,2009,Vemco
Decker_IsN,38.10252,-121.7169,90.626,2009,Vemco
Decker_IsS,38.076983,-121.7534,86.326,2009,Vemco
Decker_IsS,38.0831,-121.7594667,86.326,2009,Vemco
Emeryville_Marina,37.83921,-122.3111,15.08,2009,Vemco
Emeryville_Marina,37.84355,-122.31609,15.08,2009,Vemco
FishermansCut,38.07669,-121.64702,105.377,2009,Vemco
FR_Alec,39.482567,-121.57939,324.55,2009,Vemco
FR_Aud_Pool,39.516417,-121.556222,329.65,2009,Vemco
FR_Bedrock,39.515194,-121.563639,328.98,2009,Vemco
FR_Beer_Can,38.882326,-121.614281,235.01,2009,Vemco
FR_Beer_Can,38.885475,-121.614824,235.01,2009,Vemco
FR_Big_Hole_East,39.445097,-121.635853,316.72,2009,Vemco
FR_Big_Hole_West,39.435142,-121.636828,315.6,2009,Vemco
FR_Cotton_Pool,39.51658,-121.55364,329.87,2009,Vemco
FR_Cox,39.33548,-121.63311,300.11,2009,Vemco
FR_Cox,39.338268,-121.629576,300.11,2009,Vemco
FR_Eye_Pool,39.456667,-121.616472,319.69,2009,Vemco
FR_Eye_Pool,39.456667,-121.616472,319.69,2009,Vemco
FR_FBD_Pool,39.51839,-121.54858,330.38,2009,Vemco
FR_Gateway,39.456441,-121.621394,319.25,2009,Vemco
FR_Goose,39.406063,-121.616489,311.08,2009,Vemco
FR_Gridley,39.353967,-121.63155,302.79,2009,Vemco
FR_Gridley_SwampyBend,39.371117,-121.648717,305.28,2009,Vemco
FR_GW_Pool,39.471347,-121.583442,323.24,2009,Vemco
FR_GW_Pool,39.471347,-121.583442,323.24,2009,Vemco
FR_Hour,39.422883,-121.624217,313.72,2009,Vemco
FR_HWY_20,39.13925,-121.607111,268.39,2009,Vemco
FR_HWY_70,39.511944,-121.572917,328.11,2009,Vemco
FR_Matthews,39.488583,-121.578333,325.24,2009,Vemco
FR_Mouth,38.79367,-121.630194,224.13,2009,Vemco
FR_Nicholas,38.901163,-121.587212,237.96,2009,Vemco
FR_River_Bend,39.24643,-121.63645,285.46,2009,Vemco
FR_Rob_Backwater,39.46794,-121.5935,322.2,2009,Vemco
FR_Shanghai,39.089431,-121.59962,261.64,2009,Vemco
FR_Shanghai,39.072917,-121.604983,259.76,2009,Vemco
FR_Shawn's_Beach,39.24643,-121.63645,285.46,2009,Vemco
FR_Star_Bend,39.011333,-121.598472,252.21,2009,Vemco
FR_Steep_Pool,39.462056,-121.604528,320.94,2009,Vemco
FR_Sunset_Pumps,39.24643,-121.63645,285.46,2009,Vemco
FR_Sunset_Pumps,39.24643,-121.63645,285.46,2009,Vemco
FR_Sunset_Pumps,39.24643,-121.63645,285.46,2009,Vemco
FR_Sunset_Pumps,39.24643,-121.63645,285.46,2009,Vemco
FR_TAO_Left,39.455543,-121.632287,318.25,2009,Vemco
FR_TAO_Right,39.45567,-121.63227,318.25,2009,Vemco
FR_Upper_Rob_Pool,39.467028,-121.596056,321.95,2009,Vemco
FR_Verona,38.795563,-121.629937,225.09,2009,Vemco
FR_Verona,38.80155,-121.63466,225.09,2009,Vemco
FR_Verona,38.80155,-121.63466,225.09,2009,Vemco
FR_Yuba_Hwy70,39.13378,-121.58774,268.18,2009,Vemco
FR_Yuba_Mouth,39.13069,-121.596056,267.25,2009,Vemco
